2011-08-28,145
2011-08-29,111
2011-08-30,134
2011-08-31,152
2011-09-01,199
2011-09-02,324
2011-09-03,347
2011-09-04,155
2011-09-05,119
2011-09-06,143
2011-09-07,162
2011-09-08,212
2011-09-09,346
2011-09-10,370
2011-09-11,166
2011-09-12,127
2011-09-13,153
2011-09-14,174
2011-09-15,227
2011-09-16,371
2011-09-17,397
